start_point_id,end_point_id,distance
VD1,WH1,21.903781488882533
VD1,NM3,12.000000000000002
VD1,TP1,20.4360996900092
VD1,NP3,18.53135883403097
WH1,VD1,21.903781488882533
WH1,WH1,0.0
WH1,NM3,17.000000000000004
WH1,TP1,15.534591382695979
WH1,NP3,7.6643445330913895
NM3,VD1,12.000000000000002
NM3,WH1,17.000000000000004
NM3,NM3,0.0
NM3,TP1,26.347696821704808
NM3,NP3,10.520684168687756
TP1,VD1,20.4360996900092
TP1,WH1,15.534591382695979
TP1,NM3,26.347696821704808
TP1,TP1,0.0
TP1,NP3,21.100039259818423
NP3,VD1,18.53135883403097
NP3,WH1,7.6643445330913895
NP3,NM3,10.520684168687756
NP3,TP1,21.100039259818423
NP3,NP3,0.0
