start_point_id,end_point_id,distance
VD1,WH1,9.10947263996424
VD1,NM1,14.480721051968052
VD1,NM2,62.42502708825725
VD1,TP1,36.86568437171742
VD1,RC1,18.11387522262655
WH1,VD1,9.10947263996424
WH1,WH1,0.0
WH1,NM1,11.31484316038575
WH1,NM2,55.11723362001301
WH1,TP1,30.999643892008045
WH1,RC1,22.327045306861702
NM1,VD1,14.480721051968052
NM1,WH1,11.31484316038575
NM1,NM1,0.0
NM1,NM2,48.504576063271934
NM1,TP1,22.438213070343878
NM1,RC1,13.419385946743677
NM2,VD1,62.42502708825725
NM2,WH1,55.11723362001301
NM2,NM1,48.504576063271934
NM2,NM2,0.0
NM2,TP1,26.957632799381493
NM2,RC1,55.69755131208422
TP1,VD1,36.86568437171742
TP1,WH1,30.999643892008045
TP1,NM1,22.438213070343878
TP1,NM2,26.957632799381493
TP1,TP1,0.0
TP1,RC1,28.74632981890312
RC1,VD1,18.11387522262655
RC1,WH1,22.327045306861702
RC1,NM1,13.419385946743677
RC1,NM2,55.69755131208422
RC1,TP1,28.74632981890312
RC1,RC1,0.0
