start_point_id,end_point_id,distance
VD7,TP7,1.2745986978350021
VD7,TP8,0.6966664360554533
VD7,TP9,0.08560212631655735
VD7,TP10,0.07196349663490605
VD7,RC5,1.6181715288369432
VD7,NP41,1.9271236916372083
VD7,NP42,1.7101515054264982
VD7,NP43,1.4931849856694506
VD7,NP44,1.276227025064788
VD7,NP45,1.0592829693370864
VD7,NP46,0.8423636946547293
VD7,NP47,0.6254955509122546
VD7,NP48,0.40876268571176955
VD7,NP49,0.19266444254514498
VD7,NP50,0.03403431473218033
TP7,VD7,1.2745986978350021
TP7,TP7,0.0
TP7,TP8,0.5780953956324204
TP7,TP9,1.2358527402172532
TP7,TP10,1.339735346427914
TP7,RC5,1.022631709720688
TP7,NP41,0.6525642302353052
TP7,NP42,0.435574896516243
TP7,NP43,0.21858989105592697
TP7,NP44,0.0030551837094023914
TP7,NP45,0.21541911341384398
TP7,NP46,0.43240408385127116
TP7,NP47,0.6493933995122302
TP7,NP48,0.8663838117269935
TP7,NP49,1.0833746485991018
TP7,NP50,1.300365712350875
TP8,VD7,0.6966664360554533
TP8,TP7,0.5780953956324204
TP8,TP8,0.0
TP8,TP9,0.6605634572480487
TP8,TP10,0.7625450014968668
TP8,RC5,1.1189388638482716
TP8,NP41,1.2305110563747073
TP8,NP42,1.0135633888179956
TP8,NP43,0.796639945028835
TP8,NP44,0.579768447991254
TP8,NP45,0.3630453743017901
TP8,NP46,0.14720859581244475
TP8,NP47,0.07470193955366837
TP8,NP48,0.2894602882507688
TP8,NP49,0.506102821440867
TP8,NP50,0.7229522731132748
TP9,VD7,0.08560212631655735
TP9,TP7,1.2358527402172532
TP9,TP8,0.6605634572480487
TP9,TP9,0.0
TP9,TP10,0.11396821145814592
TP9,RC5,1.6238772844436458
TP9,NP41,1.8880357748847214
TP9,NP42,1.6711154447996843
TP9,NP43,1.454216086219376
TP9,NP44,1.2373485439910705
TP9,NP45,1.0205327813134677
TP9,NP46,0.8038097994635156
TP9,NP47,0.5872795898516371
TP9,NP48,0.37126661162629837
TP9,NP49,0.1577608836512641
TP9,NP50,0.08478655754057307
TP10,VD7,0.07196349663490605
TP10,TP7,1.339735346427914
TP10,TP8,0.7625450014968668
TP10,TP9,0.11396821145814592
TP10,TP10,0.0
TP10,RC5,1.6888790486199718
TP10,NP41,1.992270156358411
TP10,NP42,1.7752807579195498
TP10,NP43,1.5582919524905026
TP10,NP44,1.3413040028587166
TP10,NP45,1.12431742802991
TP10,NP46,0.9073331839230804
TP10,NP47,0.6903534853828142
TP10,NP48,0.4733845032860202
TP10,NP49,0.25645311928414405
TP10,NP50,0.04013260299694951
RC5,VD7,1.6181715288369432
RC5,TP7,1.022631709720688
RC5,TP8,1.1189388638482716
RC5,TP9,1.6238772844436458
RC5,TP10,1.6888790486199718
RC5,RC5,0.0
RC5,NP41,1.3083505163897744
RC5,NP42,1.186608577569566
RC5,NP43,1.0893801108100112
RC5,NP44,1.0252636019398826
RC5,NP45,1.006603197877113
RC5,NP46,1.064222625518561
RC5,NP47,1.1766918561746544
RC5,NP48,1.3182421280631043
RC5,NP49,1.4787268533434128
RC5,NP50,1.6521169850688677
NP41,VD7,1.9271236916372083
NP41,TP7,0.6525642302353052
NP41,TP8,1.2305110563747073
NP41,TP9,1.8880357748847214
NP41,TP10,1.992270156358411
NP41,RC5,1.3083505163897744
NP41,NP41,0.0
NP41,NP42,0.21699149774627632
NP41,NP43,0.4339829857306153
NP41,NP44,0.650974483476889
NP41,NP45,0.867965971461228
NP41,NP46,1.0849574692075
NP41,NP47,1.3019489571918432
NP41,NP48,1.518940454938117
NP41,NP49,1.7359319429224558
NP41,NP50,1.9529234406687297
NP42,VD7,1.7101515054264982
NP42,TP7,0.435574896516243
NP42,TP8,1.0135633888179956
NP42,TP9,1.6711154447996843
NP42,TP10,1.7752807579195498
NP42,RC5,1.186608577569566
NP42,NP41,0.21699149774627632
NP42,NP42,0.0
NP42,NP43,0.21699148798433893
NP42,NP44,0.43398298573061267
NP42,NP45,0.6509744737149515
NP42,NP46,0.8679659714612236
NP42,NP47,1.0849574594455669
NP42,NP48,1.3019489571918406
NP42,NP49,1.5189404451761794
NP42,NP50,1.7359319429224531
NP43,VD7,1.4931849856694506
NP43,TP7,0.21858989105592697
NP43,TP8,0.796639945028835
NP43,TP9,1.454216086219376
NP43,TP10,1.5582919524905026
NP43,RC5,1.0893801108100112
NP43,NP41,0.4339829857306153
NP43,NP42,0.21699148798433893
NP43,NP43,0.0
NP43,NP44,0.21699149774627371
NP43,NP45,0.43398298573061267
NP43,NP46,0.6509744834768846
NP43,NP47,0.867965971461228
NP43,NP48,1.0849574692075017
NP43,NP49,1.3019489571918406
NP43,NP50,1.5189404549381142
NP44,VD7,1.276227025064788
NP44,TP7,0.0030551837094023914
NP44,TP8,0.579768447991254
NP44,TP9,1.2373485439910705
