start_point_id,end_point_id,distance
NM8,VD2,17.929067
VD2,NM6,11.76634995
NM1,VD11,1.760477801
VD6,NM7,0.23652004
VD12,NM7,8.891393317
VD6,NM4,8.466411511
VD12,NM1,0.295365936
NM6,VD10,4.610353286
NM10,VD1,10.43012284
NM6,VD12,13.68483451
VD6,NM1,8.920890094
VD8,NM5,12.20870857
NM1,VD10,9.398587814
NM12,VD2,7.839220789
NM2,VD4,4.547581684
VD11,NM4,15.68031135
NM12,VD13,13.73672762
VD1,NM2,6.332123168
VD5,NM1,13.59771025
NM1,VD7,12.50004161
NM9,VD4,9.971037618
VD3,NM2,5.095963119
NM3,VD7,5.356761232
NM7,VD13,10.02815169
VD13,NM12,13.73672762
VD5,NM7,4.991924294
NM10,VD5,4.726032931
NM6,VD11,12.20948293
VD4,NM3,0.480894171
VD10,NM12,5.147906046
NM3,VD6,6.697774765
NM9,VD7,5.250127713
NM4,VD4,2.607104484
VD3,NM11,0.607833009
NM5,VD3,14.32087651
NM1,VD4,15.21749057
NM11,VD8,8.653413556
NM11,VD9,8.906089666
NM10,VD9,0.203096574
NM3,VD10,9.972028742
NM6,VD2,11.76634995
NM2,VD11,11.76640067
VD12,NM3,15.29638169
NM5,VD12,1.433755801
VD10,NM5,7.697707423
VD11,NM1,1.760477801
NM5,VD2,15.85400788
NM6,VD4,8.551975242
NM6,VD8,0.071347012
VD1,NM9,11.81880209
NM6,VD3,9.065270226
NM4,VD1,0.84167956
NM5,VD1,15.29234867
VD9,NM4,11.32757766
VD13,NM4,17.83650921
VD1,NM3,1.395719565
NM4,VD10,12.06575612
NM7,VD5,4.991924294
NM6,VD6,7.488594504
VD11,NM10,12.80815483
NM6,VD1,10.26666978
VD7,NM7,4.155998409
NM6,VD13,14.96919849
VD13,NM9,10.49063884
NM5,VD4,13.77672951
VD12,NM5,1.433755801
NM10,VD13,15.56686592
VD7,NM10,4.53804283
NM9,VD13,10.49063884
VD7,NM2,0.949438391
VD2,NM8,17.929067
VD9,NM12,4.759607693
VD2,NM10,11.95254444
VD2,NM11,3.177939458
VD9,NM8,15.85806796
NM11,VD2,3.177939458
VD13,NM3,16.36899415
VD9,NM3,9.307977972
VD11,NM2,11.76640067
NM3,VD8,9.069413244
NM7,VD4,6.175484137
NM11,VD3,0.607833009
NM6,VD5,4.452177302
VD8,NM10,0.652086931
NM12,VD11,11.07425148
NM5,VD5,11.95871405
VD12,NM9,9.214710131
NM4,VD8,11.13748749
NM9,VD3,10.5781808
NM9,VD2,13.03670988
NM7,VD3,6.732867026
VD10,NM3,9.972028742
VD11,NM11,13.7362481
NM2,VD13,14.43814814
VD1,NM10,10.43012284
VD9,NM5,13.06036966
VD7,NM9,5.250127713
NM10,VD10,5.196929328
NM10,VD11,12.80815483
VD13,NM5,2.715649061
VD9,NM7,8.283027412
NM5,VD13,2.715649061
NM3,VD2,2.748779843
VD6,NM6,7.488594504
NM4,VD3,2.040400418
VD4,NM4,2.607104484
VD4,NM6,8.551975242
VD13,NM2,14.43814814
VD9,NM2,4.463857606
VD3,NM9,10.5781808
VD6,NM5,7.418069189
VD6,NM8,9.885805899
NM3,VD11,14.06298675
VD2,NM4,0.746964111
NM2,VD1,6.332123168
NM4,VD5,6.723971388
NM8,VD7,13.54355912
NM2,VD6,5.056908869
NM1,VD6,8.920890094
VD10,NM2,5.61210047
NM4,VD13,17.83650921
VD5,NM11,4.191790487
NM10,VD4,8.760977274
NM12,VD8,4.275368802
VD5,NM12,0.876234527
NM12,VD10,5.147906046
NM3,VD1,1.395719565
VD10,NM11,9.540601843
VD3,NM7,6.732867026
VD5,NM6,4.452177302
NM3,VD4,0.480894171
NM12,VD7,0.29781681
VD7,NM1,12.50004161
NM7,VD2,8.531344864
VD3,NM5,14.32087651
VD8,NM12,4.275368802
NM10,VD6,8.040265558
NM2,VD9,4.463857606
VD1,NM11,1.826762803
NM7,VD6,0.23652004
VD10,NM9,0.505087691
VD13,NM7,10.02815169
NM1,VD5,13.59771025
NM12,VD9,4.759607693
VD10,NM6,4.610353286
VD3,NM1,15.74290447
NM5,VD10,7.697707423
NM8,VD10,10.48696073
NM7,VD9,8.283027412
NM8,VD1,17.52817638
VD9,NM6,0.809349687
VD1,NM1,16.66186716
NM2,VD8,4.093190154
VD2,NM9,13.03670988
VD9,NM10,0.203096574
VD12,NM11,14.98626655
VD4,NM1,15.21749057
NM11,VD12,14.98626655
VD8,NM1,13.9176971
VD8,NM3,9.069413244
NM11,VD4,0.095139307
NM10,VD7,4.53804283
VD6,NM9,5.520242697
NM1,VD2,17.12371907
VD5,NM2,0.4129422
VD1,NM8,17.52817638
VD1,NM12,6.463777342
VD12,NM2,13.20000228
VD6,NM10,8.040265558
NM9,VD1,11.81880209
VD2,NM1,17.12371907
NM10,VD2,11.95254444
VD3,NM3,0.276448451
NM5,VD7,10.84697781
VD10,NM8,10.48696073
VD8,NM2,4.093190154
VD1,NM6,10.26666978
VD11,NM3,14.06298675
VD7,NM6,4.136366311
VD1,NM4,0.84167956
VD5,NM3,4.617700265
VD6,NM2,5.056908869
NM8,VD8,15.00695189
NM5,VD9,13.06036966
NM8,VD12,1.377076686
NM11,VD6,6.35091757
VD3,NM6,9.065270226
NM3,VD5,4.617700265
NM1,VD3,15.74290447
NM2,VD2,7.77706171
VD8,NM6,0.071347012
VD8,NM8,15.00695189
VD6,NM11,6.35091757
NM4,VD11,15.68031135
VD3,NM10,9.251929951
NM1,VD8,13.9176971
VD10,NM1,9.398587814
NM2,VD10,5.61210047
NM12,VD12,12.5025368
VD2,NM7,8.531344864
VD10,NM10,5.196929328
NM10,VD8,0.652086931
NM1,VD1,16.66186716
VD4,NM9,9.971037618
NM8,VD13,0.149209017
VD13,NM8,0.149209017
VD13,NM11,16.07289795
VD10,NM7,5.212155579
NM4,VD9,11.32757766
NM8,VD3,16.64249346
NM9,VD8,4.562147726
VD4,NM5,13.77672951
NM12,VD4,4.630728425
VD10,NM4,12.06575612
VD11,NM7,7.601577619
VD12,NM4,16.83276964
VD4,NM2,4.547581684
NM7,VD11,7.601577619
VD5,NM8,14.63155207
NM8,VD11,2.849518328
NM11,VD5,4.191790487
VD7,NM5,10.84697781
VD8,NM11,8.653413556
NM2,VD5,0.4129422
NM9,VD12,9.214710131
NM1,VD12,0.295365936
VD5,NM4,6.723971388
NM3,VD12,15.29638169
NM6,VD7,4.136366311
VD11,NM5,0.074802166
NM5,VD11,0.074802166
NM9,VD10,0.505087691
VD5,NM9,6.328731168
VD3,NM8,16.64249346
NM5,VD8,12.20870857
VD8,NM9,4.562147726
NM11,VD7,4.919477493
NM3,VD13,16.36899415
VD7,NM3,5.356761232
VD9,NM11,8.906089666
VD7,NM11,4.919477493
NM1,VD13,1.005015651
NM4,VD12,16.83276964
VD2,NM2,7.77706171
VD4,NM10,8.760977274
VD8,NM4,11.13748749
VD13,NM10,15.56686592
VD12,NM12,12.5025368
VD5,NM10,4.726032931
NM4,VD6,8.466411511
NM11,VD13,16.07289795
NM7,VD12,8.891393317
NM9,VD9,5.383291313
VD4,NM7,6.175484137
VD11,NM8,2.849518328
VD4,NM11,0.095139307
VD3,NM4,2.040400418
VD7,NM4,7.487136696
NM8,VD5,14.63155207
NM12,VD6,4.351589197
VD6,NM3,6.697774765
VD13,NM6,14.96919849
VD1,NM5,15.29234867
NM7,VD1,7.766471052
NM4,VD2,0.746964111
NM12,VD1,6.463777342
VD4,NM8,16.12928087
NM11,VD11,13.7362481
VD2,NM12,7.839220789
NM7,VD8,7.542682239
VD11,NM12,11.07425148
NM8,VD6,9.885805899
VD11,NM6,12.20948293
NM12,VD5,0.876234527
NM7,VD10,5.212155579
NM11,VD1,1.826762803
VD4,NM12,4.630728425
NM9,VD5,6.328731168
NM10,VD12,14.28269172
VD12,NM8,1.377076686
VD12,NM6,13.68483451
NM12,VD3,5.212338779
NM6,VD9,0.809349687
VD1,NM7,7.766471052
VD7,NM12,0.29781681
NM9,VD6,5.520242697
VD3,NM12,5.212338779
NM3,VD9,9.307977972
NM8,VD4,16.12928087
NM4,VD7,7.487136696
VD13,NM1,1.005015651
NM11,VD10,9.540601843
VD12,NM10,14.28269172
VD11,NM9,7.761582789
NM9,VD11,7.761582789
NM2,VD7,0.949438391
NM8,VD9,15.85806796
NM2,VD3,5.095963119
NM5,VD6,7.418069189
VD2,NM5,15.85400788
VD8,NM7,7.542682239
VD2,NM3,2.748779843
NM1,VD9,14.76879537
VD9,NM9,5.383291313
NM3,VD3,0.276448451
VD9,NM1,14.76879537
NM2,VD12,13.20000228
VD6,NM12,4.351589197
NM10,VD3,9.251929951
VD7,NM8,13.54355912
VD5,NM5,11.95871405
NM7,VD7,4.155998409
NM5,NM4,15.67780172
NM6,NM12,4.252912317
NM4,NM3,2.130376134
NM12,NM4,7.237800226
NM6,NM1,13.96967631
NM7,NM2,5.000197348
NM5,NM9,7.819142431
NM2,NM2,0.0
NM7,NM11,6.145049644
RC1,NM7,22.41710228
NM11,NM7,6.145049644
NM8,NM1,1.089272737
NM11,NM5,13.74231069
NM12,NM9,5.542490138
NM6,NM2,4.059858781
NM7,RC1,22.41710228
NM3,NM3,0.0
NM4,NM9,12.52594405
NM8,NM6,15.05890378
NM7,NM3,6.487191697
NM12,NM1,12.74995915
NM11,NM4,2.567764805
NM9,NM1,9.506167988
NM6,NM10,0.606254127
NM9,NM6,4.623326895
NM3,NM4,2.130376134
RC1,NM5,28.76623057
NM9,NM9,0.0
NM11,NM3,0.437667661
NM2,NM9,5.973054513
NM1,NM11,15.17745003
NM5,NM10,12.8594194
NM7,NM7,0.0
NM1,NM1,0.0
NM7,NM5,7.610402163
NM10,NM3,9.232515129
NM9,NM3,10.42502125
NM8,NM5,2.799844224
NM3,NM1,15.48292736
NM1,NM6,13.96967631
NM8,NM9,10.59101867
NM11,RC1,18.45396999
NM5,NM3,14.06748163
NM3,NM2,5.028282145
NM6,NM4,11.09370454
NM12,NM10,4.624791383
NM11,NM1,15.17745003
NM5,NM5,0.0
NM1,NM4,16.99743844
NM1,NM2,13.44936038
NM12,NM2,0.715896459
NM11,NM12,4.671763854
NM4,NM10,11.2644109
NM6,NM6,0.0
NM9,NM11,9.992043576
NM9,RC1,21.28234311
RC1,NM8,31.55647824
NM2,NM7,5.000197348
NM6,NM11,8.613508352
NM12,NM8,13.78947024
NM5,NM1,1.711728229
NM9,NM7,5.711927537
NM6,RC1,16.65940804
NM12,NM7,4.301794007
NM3,RC1,18.50958332
NM10,NM6,0.606254127
NM4,NM6,11.09370454
RC1,NM4,19.00353591
NM9,NM2,5.973054513
NM7,NM9,5.711927537
NM11,NM9,9.992043576
RC1,NM2,17.43159955
NM3,NM10,9.232515129
NM3,NM9,10.42502125
NM5,NM6,12.26033622
NM9,NM10,5.191001695
NM6,NM8,15.05890378
NM4,NM11,2.567764805
NM6,NM5,12.26033622
NM10,NM9,5.191001695
NM4,NM7,8.24124017
NM12,RC1,18.1426959
NM11,NM2,4.601334056
NM1,NM10,14.56807387
NM8,NM3,16.37909818
RC1,NM6,16.65940804
NM1,NM5,1.711728229
NM8,NM4,17.83307685
NM9,NM8,10.59101867
RC1,NM3,18.50958332
NM8,NM10,15.65734305
NM3,NM5,14.06748163
NM8,NM2,14.49227082
NM1,NM8,1.089272737
NM11,NM10,8.82712225
NM2,NM3,5.028282145
NM2,NM5,11.79621082
NM11,NM6,8.613508352
NM10,NM8,15.65734305
NM3,NM7,6.487191697
NM3,NM12,5.108208421
NM12,NM6,4.252912317
NM2,NM4,7.136340493
NM10,NM10,0.0
NM9,NM12,5.542490138
NM10,NM4,11.2644109
NM3,NM11,0.437667661
NM10,NM5,12.8594194
RC1,NM1,30.47466892
NM10,NM7,8.099139507
NM4,NM1,16.99743844
NM1,NM12,12.74995915
NM1,RC1,30.47466892
NM8,NM11,16.08596923
NM5,NM7,7.610402163
NM1,NM3,15.48292736
NM2,NM6,4.059858781
NM5,NM2,11.79621082
NM8,NM7,10.05450256
NM5,NM8,2.799844224
NM7,NM12,4.301794007
NM2,NM12,0.715896459
NM10,NM1,14.56807387
RC1,RC1,0.0
NM7,NM10,8.099139507
NM10,NM11,8.82712225
NM2,RC1,17.43159955
NM2,NM11,4.601334056
NM12,NM3,5.108208421
NM9,NM5,7.819142431
NM11,NM8,16.08596923
RC1,NM12,18.1426959
RC1,NM9,21.28234311
NM4,RC1,19.00353591
NM10,NM2,4.35233969
NM9,NM4,12.52594405
NM7,NM8,10.05450256
NM3,NM8,16.37909818
RC1,NM10,16.09483953
NM1,NM7,9.098319939
NM5,NM11,13.74231069
NM12,NM5,11.10297286
NM10,NM12,4.624791383
NM4,NM2,7.136340493
NM8,RC1,31.55647824
NM4,NM4,0.0
NM10,RC1,16.09483953
NM7,NM1,9.098319939
NM1,NM9,9.506167988
NM4,NM5,15.67780172
NM2,NM10,4.35233969
NM8,NM8,0.0
NM6,NM3,9.02859357
NM8,NM12,13.78947024
NM4,NM8,17.83307685
NM3,NM6,9.02859357
NM7,NM4,8.24124017
RC1,NM11,18.45396999
NM6,NM9,4.623326895
NM4,NM12,7.237800226
NM5,NM12,11.10297286
NM12,NM12,0.0
NM12,NM11,4.671763854
NM5,RC1,28.76623057
NM2,NM8,14.49227082
NM2,NM1,13.44936038
NM6,NM7,7.555063358
NM7,NM6,7.555063358
NM11,NM11,0.0
RC1,VD6,100.0
RC1,VD12,100.0
VD1,RC1,100.0
RC1,VD3,100.0
VD4,RC1,100.0
VD10,RC1,100.0
VD3,RC1,100.0
RC1,VD10,100.0
VD12,RC1,100.0
RC1,VD9,100.0
VD8,RC1,100.0
RC1,VD4,100.0
VD7,RC1,100.0
VD6,RC1,100.0
VD5,RC1,100.0
RC1,VD2,100.0
VD9,RC1,100.0
RC1,VD1,100.0
VD13,RC1,100.0
RC1,VD13,100.0
RC1,VD5,100.0
RC1,VD7,100.0
RC1,VD11,100.0
VD11,RC1,100.0
VD2,RC1,100.0
RC1,VD8,100.0
