start_point_id,end_point_id,distance
VD1,WH1,6.185720467551095
VD1,WH2,3.1925127324372684
VD1,WH3,1.3475893194029753
VD1,WH4,4.199439556374836
VD1,WH5,1.2948543723058186
VD1,TP1,7.62524159915132
VD1,TP2,3.820281158325398
VD1,TP5,0.6080303326303654
VD1,RC1,6.51975690304048
VD1,RC2,3.90748389900955
VD1,RC3,0.411440801630541
VD1,NM1,1.4229498577640969
VD1,NM2,1.586261798453655
VD1,NM3,1.7519583358971418
VD1,NM4,1.9193809863978302
VD1,NM5,2.088092866108045
VD1,NM6,2.2577926306592504
VD1,NM7,2.428265788256474
VD1,NM8,2.5993555486809465
VD1,NM9,2.770944733050367
VD1,NM10,2.942943971837599
VD1,NM11,6.061604298612887
VD1,NM12,5.93996024900951
VD1,NM13,5.818577328172569
VD1,NM14,5.697472162811045
VD1,NM15,5.576662799533513
VD1,NM16,5.456168849562361
VD1,NM17,5.3360116907066955
VD1,NM18,5.216214616832366
VD1,NM19,5.096803088446432
VD1,NM20,4.977804976000851
VD1,NM21,5.241841784993036
VD1,NM22,5.812694514024917
VD1,NM23,6.431121862338491
VD1,NM24,7.08479336001196
VD1,NM25,7.765090934435263
VD1,NM26,8.465890363152768
VD1,NM27,9.182760065351045
VD1,NM28,9.912434262372505
VD1,NM29,10.652463535220217
VD1,NM30,11.400980140841215
VD1,NM31,3.154567047851045
VD1,NM32,3.0566243149900725
VD1,NM33,2.9586839876939597
VD1,NM34,2.860746311125041
VD1,NM35,2.7628115767189985
VD1,NM36,2.664880085401926
VD1,NM37,2.5669522405458425
VD1,NM38,2.469028451860935
VD1,NM39,2.3711092328529237
VD1,NM40,2.2731951726047273
VD1,NP1,0.3130982080246134
VD1,NP2,0.3991651225994867
VD1,NP3,0.48998007074274
VD1,NP4,0.5831586585450045
VD1,NP5,0.6776828027972888
VD1,NP6,0.7730441095984961
VD1,NP7,0.8689609244602015
VD1,NP8,0.9652648691187642
VD1,NP9,1.0618492352556315
VD1,NP10,1.1586431150573355
VD1,NP11,5.441766967612528
VD1,NP12,5.345017556743117
VD1,NP13,5.248290367446205
VD1,NP14,5.151586667726865
VD1,NP15,5.054907799129624
VD1,NP16,4.958255208399449
VD1,NP17,4.8616304799960455
VD1,NP18,4.765035303482191
VD1,NP19,4.668471508881938
VD1,NP20,4.5719411034090465
VD1,NP21,3.3391466398392033
VD1,NP22,3.2475426986240423
VD1,NP23,3.156114236781454
VD1,NP24,3.0648770217374386
VD1,NP25,2.973848744899693
VD1,NP26,2.8830493004705713
VD1,NP27,2.792501195408654
VD1,NP28,2.702229915263876
VD1,NP29,2.6122644892353026
VD1,NP30,2.5226380931438817
VD2,WH1,0.6779710709647958
VD2,WH2,3.398159183260069
VD2,WH3,6.165602862480763
VD2,WH4,2.260221898608853
VD2,WH5,5.024133381620678
VD2,TP1,1.4255733785515203
VD2,TP2,2.4857832957471486
VD2,TP5,6.4596574191880105
VD2,RC1,1.1580718065454862
VD2,RC2,2.3739685835555746
VD2,RC3,6.634188570611017
VD2,NM1,5.001375692745862
VD2,NM2,4.8288054230543525
VD2,NM3,4.656418921743554
VD2,NM4,4.484237665145352
VD2,NM5,4.312286547178153
VD2,NM6,4.140594692913868
VD2,NM7,3.969196312217121
VD2,NM8,3.7981318913394855
VD2,NM9,3.6274496268020138
VD2,NM10,3.457207453516162
VD2,NM11,0.3555613059139599
VD2,NM12,0.3933386973449238
VD2,NM13,0.47786868581317316
VD2,NM14,0.5799346388430078
VD2,NM15,0.6908578435579232
VD2,NM16,0.8068211894255772
VD2,NM17,0.9258956019246258
VD2,NM18,1.0470136720488399
VD2,NM19,1.1695415827070763
VD2,NM20,1.2930810534037565
VD2,NM21,1.1605486124758373
VD2,NM22,0.44998610277045537
VD2,NM23,0.6696282453699509
VD2,NM24,1.4293619026822024
VD2,NM25,2.2244395334043325
VD2,NM26,3.0282835010403226
VD2,NM27,3.8356824050591163
VD2,NM28,4.644891895832944
VD2,NM29,5.455155416705113
VD2,NM30,6.266089342036702
VD2,NM31,3.124026655682997
VD2,NM32,3.221331769158275
VD2,NM33,3.3186766060941544
VD2,NM34,3.4160577585469554
VD2,NM35,3.5134721917446523
VD2,NM36,3.610917226670037
VD2,NM37,3.7083904163001664
VD2,NM38,3.805889613721754
VD2,NM39,3.903412859939528
VD2,NM40,4.0009583921023255
VD2,NP1,5.997119661381059
VD2,NP2,5.899334507101253
VD2,NP3,5.801550644601529
VD2,NP4,5.703768171175464
VD2,NP5,5.605987135987042
VD2,NP6,5.508207624319414
VD2,NP7,5.410429717827459
VD2,NP8,5.312653513461614
VD2,NP9,5.214879083809743
VD2,NP10,5.1171065615728235
VD2,NP11,0.8201958583838154
VD2,NP12,0.9171427352342126
VD2,NP13,1.0141669379989264
VD2,NP14,1.1112482106216517
VD2,NP15,1.2083728142857784
VD2,NP16,1.305531094577092
VD2,NP17,1.40271604669702
VD2,NP18,1.4999224977557573
VD2,NP19,1.5971465343141342
VD2,NP20,1.694385118202512
VD2,NP21,2.9248331270843972
VD2,NP22,3.0176535520856684
VD2,NP23,3.1105800131005874
VD2,NP24,3.20360331427719
VD2,NP25,3.2967152858772732
VD2,NP26,3.3899086701699046
VD2,NP27,3.483176951633555
VD2,NP28,3.5765143161303055
VD2,NP29,3.66991551324548
VD2,NP30,3.7633758110121898
VD3,WH1,1.7836891377886868
VD3,WH2,4.816896923328799
VD3,WH3,7.573024082125325
VD3,WH4,3.489273735815022
VD3,WH5,6.359276742944555
VD3,TP1,0.011116269653884753
VD3,TP2,3.805577097764252
VD3,TP5,7.786581326342599
VD3,RC1,1.9569334054680911
VD3,RC2,3.7707920856753248
VD3,RC3,8.001883319964575
VD3,NM1,6.3966320450954965
VD3,NM2,6.22556005627022
VD3,NM3,6.054716452772571
VD3,NM4,5.884121571146154
VD3,NM5,5.713798173272317
VD3,NM6,5.5437719196614506
VD3,NM7,5.374071768843817
VD3,NM8,5.204730556131442
VD3,NM9,5.035785596695587
VD3,NM10,4.867279575567597
VD3,NM11,1.7078655197865198
VD3,NM12,1.7998297895822555
VD3,NM13,1.8963346731347714
VD3,NM14,1.9965984447486789
VD3,NM15,2.1000069461265114
VD3,NM16,2.206070029552544
VD3,NM17,2.314391732358474
VD3,NM18,2.4246489974954515
VD3,NM19,2.5365759057193147
VD3,NM20,2.6499518448283412
VD3,NM21,2.390328163192003
VD3,NM22,1.8565520959541217
VD3,NM23,1.5945811943052808
VD3,NM24,1.8945105617296258
VD3,NM25,2.4501598090478534
VD3,NM26,3.114075987849255
VD3,NM27,3.830964765000134
VD3,NM28,4.576981676421301
VD3,NM29,5.340581257152605
VD3,NM30,6.1155820989567005
