start_point_id,end_point_id,distance
VD2,TP1,29.206179102733312
VD2,NP2,15.534591382695979
VD2,NP3,14.280804643651297
VD2,NP4,15.534591382695979
VD2,NP5,14.280804643651297
TP1,VD2,29.206179102733312
TP1,TP1,0.0
TP1,NP2,18.469992411335664
TP1,NP3,21.83511113800475
TP1,NP4,18.469992411335664
TP1,NP5,21.83511113800475
NP2,VD2,15.534591382695979
NP2,TP1,18.469992411335664
NP2,NP2,0.0
NP2,NP3,21.270362187582236
NP2,NP4,0.0
NP2,NP5,21.270362187582236
NP3,VD2,14.280804643651297
NP3,TP1,21.83511113800475
NP3,NP2,21.270362187582236
NP3,NP3,0.0
NP3,NP4,21.270362187582236
NP3,NP5,0.0
NP4,VD2,15.534591382695979
NP4,TP1,18.469992411335664
NP4,NP2,0.0
NP4,NP3,21.270362187582236
NP4,NP4,0.0
NP4,NP5,21.270362187582236
NP5,VD2,14.280804643651297
NP5,TP1,21.83511113800475
NP5,NP2,21.270362187582236
NP5,NP3,0.0
NP5,NP4,21.270362187582236
NP5,NP5,0.0
