start_point_id,end_point_id,distance
VD3,TP1,0.010977523561072351
VD3,TP2,3.740771295156255
VD3,TP3,5.1811346359165595
VD3,TP4,3.270079610140014
TP1,VD3,0.010977523561072351
TP1,TP1,0.0
TP1,TP2,3.744976556587557
TP1,TP3,5.177450842289672
TP1,TP4,3.2631901209146594
TP2,VD3,3.740771295156255
TP2,TP1,3.744976556587557
TP2,TP2,0.0
TP2,TP3,8.918636464753673
TP2,TP4,6.919139126683878
TP3,VD3,5.1811346359165595
TP3,TP1,5.177450842289672
TP3,TP2,8.918636464753673
TP3,TP3,0.0
TP3,TP4,2.4644056112841377
TP4,VD3,3.270079610140014
TP4,TP1,3.2631901209146594
TP4,TP2,6.919139126683878
TP4,TP3,2.4644056112841377
TP4,TP4,0.0
