start_point_id,end_point_id,distance
VD7,WH4,12.499999999999998
VD7,NM8,24.628547881534104
VD7,TP6,28.43385439015286
VD7,NP8,21.610258994581294
VD7,RC4,14.044630922284687
WH4,VD7,12.499999999999998
WH4,WH4,0.0
WH4,NM8,16.379586771763385
WH4,TP6,40.72897330206099
WH4,NP8,13.654593920580975
WH4,RC4,15.443379699128844
NM8,VD7,24.628547881534104
NM8,WH4,16.379586771763385
NM8,NM8,0.0
NM8,TP6,47.12922067501458
NM8,NP8,3.02516729121467
NM8,RC4,12.99699939400986
TP6,VD7,28.43385439015286
TP6,WH4,40.72897330206099
TP6,NM8,47.12922067501458
TP6,TP6,0.0
TP6,NP8,44.51687215004582
TP6,RC4,34.13648480145244
NP8,VD7,21.610258994581294
NP8,WH4,13.654593920580975
NP8,NM8,3.02516729121467
NP8,TP6,44.51687215004582
NP8,NP8,0.0
NP8,RC4,10.538187798664115
RC4,VD7,14.044630922284687
RC4,WH4,15.443379699128844
RC4,NM8,12.99699939400986
RC4,TP6,34.13648480145244
RC4,NP8,10.538187798664115
RC4,RC4,0.0
